X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.974563003849200,40.769260262874500,AM,10082018,5E-AM-1008-06,Adult,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.959500233950800,40.790336578869400,PM,10172018,32E-PM-1017-13,Adult,Gray,,,False,False,False,True,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.974182499229400,40.768948665796300,PM,10072018,5F-PM-1007-03,Adult,Gray,Ground Plane,,False,False,False,False,False,hiding nut,False,False,False,False,True,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.974924390118900,40.776139355178100,PM,10142018,11B-PM-1014-05,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.968381325559000,40.778014344377900,PM,10182018,16E-PM-1018-06,Adult,Cinnamon,Ground Plane,On a rock,False,False,False,False,True,,False,False,False,False,True,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.969424032750900,40.775589812667400,AM,10072018,13F-AM-1007-02,Adult,Cinnamon,,,False,False,False,True,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.968900097895500,40.782836473523600,PM,10132018,20B-PM-1013-10,Adult,Gray,Ground Plane,,False,False,False,False,True,drank from a pond of rain water,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.980452886754700,40.769675365598600,PM,10172018,3A-PM-1017-05,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.957624599245500,40.787386251000100,PM,10062018,29H-PM-1006-01,Adult,Gray,Above Ground,,False,False,True,False,False,sitting,False,False,False,False,False,False,True,False
